,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
11,4.958837085409484,4.008200836663504,4.975762108745275,3.570509803630273,4.603227131573691,4.3332202937418245,2.7010437869726642,4.420052415538143,4.313045156243128,4.5328347147373504,3.7033315437067866,4.15644557155996,4.454332768135796,4.9698811502995195,3.308228807391306,4.018434196325432,2.7864200732263247,3.3750957002519026,4.01702313531925,4.076460339828125,4.5683019363453505,4.127021323881342,3.2111240908795335,4.3283542467691705,4.398608802901207,4.058580857917801,4.188144560454683,4.1801382005722525,3.7769033155651965,2.992577484512943,3.2231141803122387,3.132488968630372,4.995602320879033,3.0131961159840768
12,4.98960904842201,4.6481101743877495,4.981991497406211,3.998649229020429,4.920557492297477,4.876552439698665,3.508113096586447,4.981929254555888,4.767612799829433,4.760017155250767,3.3314788599292067,4.022212208050075,5.238330526774642,3.0268302496871238,4.9758364570634575,4.021023196533852,3.4092908001038777,2.8364957607509593,4.967127090896681,4.924639848131489,4.348632441342013,4.39365180196917,4.9743977576663925,4.725788560175691,4.004546249176955,4.302203549459946,4.388741927448136,4.144863993785547,4.676211758838052,5.20357608908275,1.9769276531599267,4.641347909640829,4.226435328592552,4.206260593076367
13,4.001971669364404,4.333556426507926,4.173248887433132,3.773016049117886,4.8620221663885586,4.101034722934913,4.927600695619378,4.0558284062541725,4.538850340333832,4.940835398285086,3.550167838812782,3.5322288404126954,4.001208564437601,2.9769358170824995,3.9735726547229095,3.4033437425930977,1.7755828012202772,2.7557404968296186,2.79176119527753,4.150375847984748,4.897981492442609,4.007969268226431,3.010229308199681,5.361861986642501,3.2915405516558174,3.972971548333345,4.671095012056599,3.977042993993267,2.051394953649543,4.139800777144534,0.7851412658203606,3.9339296371825836,3.9511269470279142,4.211133346002748
14,4.9765121684870985,4.032864183846396,4.991701001017152,3.804295866741596,4.98621338944859,4.556131986911617,3.6601373764426266,4.6139587665261725,4.534884749987197,4.652171051465762,3.6386569348944318,4.150017507731061,4.984284119295798,4.415857159040385,3.7327803748314237,4.383876059532784,2.5454281644877836,3.0325455306706575,4.195586485879963,3.977232706056184,4.7874563613591645,4.521917121155101,3.794879774236632,4.970663919845431,4.241625055848116,4.121156569218361,3.955345686176813,4.287619196912562,3.8377454178818833,3.4512771421400097,2.6416641710146878,4.008376137180575,5.19471780354411,4.499638438282654
15,4.974877627319989,4.761470919704375,5.005671611664896,4.970010467680737,4.96996399499916,4.877348141746264,3.5734896028677285,5.0437606964406605,4.909866679551187,4.858191329201485,4.332685598819045,3.762735220425488,4.995096233611131,4.008344772411803,3.526791981099706,4.313665333562683,3.2394912717678954,3.513050222359647,4.462146782184049,3.695546714741937,4.252943500035688,4.349227708117461,3.534908216921916,4.661722101148927,4.050364735896988,4.707837459350185,4.124719559683674,4.979849483444,3.323513603563157,3.3839386326396106,1.8523984411454848,3.5802773324615247,4.102435320872005,4.57146545499224
16,4.00815684502247,3.833936859435404,3.9919802304535215,2.9027583821540572,4.556891333740497,4.237071859809439,3.119874180865417,4.003018841555915,3.9058132402432597,4.442350537245465,2.7643713435762365,3.651829563486884,4.03554386560723,3.5738115753188433,3.97296598650387,3.673146344773376,3.1117654222694773,2.9773202787996826,3.8569099407996874,4.581558436814749,4.507754264239958,4.329741547656152,3.823922522901859,4.20011943860588,3.4338508214242047,3.3730919374447277,3.8977840301792206,3.1593475865675456,3.8779960279429035,4.974842555581986,3.6831177084308973,4.9833337998668075,4.980433074916584,3.9980119503037006
17,3.9981758330610706,3.997403062308158,4.028489933035401,3.548845798264166,4.920855264318903,4.149470789808482,2.8878713594796537,4.140630495539535,4.0991854790776845,4.515206867429637,3.0469313327722327,3.5010748670541822,3.988766384787361,3.5139748284345287,3.7099835384528252,3.5003608475957755,2.3907765822285265,3.9441527628301047,3.271888039390415,3.397537099905136,4.708836171429166,3.8277525931214997,2.4668011743748504,4.016964676761092,4.0338791599210575,3.8784113641862175,3.735953882409076,3.716250918291296,3.1835079451777344,4.192160834978086,2.6291836043830057,3.314530258803163,4.202558098870394,3.9599261688488294
18,4.985547910173391,4.495355276329931,4.986388927313017,3.761859189115115,4.955865934569206,4.5892993527302215,2.919579873753816,4.729057715753109,4.64691392056593,4.69079243348799,3.921679692357367,4.391059531889536,4.9985334128722965,4.991864392875758,3.781789918588375,4.538549798889071,2.729886155666862,3.9058046581503443,4.383174227013462,3.632854148846208,5.0029118372861365,4.2596854175499335,3.528645539091668,4.580378761667043,4.971252479014594,4.595106901947256,4.28910239750467,4.534503080230969,4.166324813450064,3.5302122249726704,3.094700475017762,3.5104916185175368,4.689555224013355,4.2778943829214535
19,4.9234759785007185,4.989272494220109,4.485698627880011,3.8942491897769367,5.342506811116927,5.016450374976287,3.3628235560787987,4.879857416293576,4.970809052387826,5.175340420255289,3.5927537058120316,4.655719297215025,4.877206475526805,4.300536322385637,4.9771744296342,4.015236515425164,2.8512644103827243,5.120213170759493,3.812811205487159,4.369761147208534,5.000066297383999,4.965264427354267,3.0143940928389963,5.00457236100053,4.979564880093436,4.606922558898756,5.018508972183614,4.326188867087753,4.307950015334014,4.874144081038111,2.988163629723886,3.841239414446405,4.655970209303451,3.584475534966395
20,4.727089031765306,4.972163202481835,4.471780991588507,3.990512009517207,4.989055285212388,4.781224442089282,3.8990228094431485,4.676335274488728,4.69505790566754,4.98281886981395,4.017554461903904,4.072688533088562,4.943042767444366,4.016317946726919,4.071928263352313,4.3192263876357,2.64363037221944,3.530616227535201,4.257772448484463,4.586700937280856,5.187356307879403,4.619121958872242,3.996745553290701,4.976637925144741,4.131687819392112,4.539432321648142,4.409796205231441,4.323636601379776,3.3552617018553903,4.647742244958069,2.990812921729558,4.7330955573379985,4.002307698209896,4.990921202074732
21,3.08985803554657,3.966535550913616,3.1638891656742865,3.24054750450976,3.0096000563145386,2.926739393703283,2.4162060015997224,3.0215917291465564,3.452959819163992,3.495591639117697,3.961347868583148,2.684051519581262,3.0078997261769542,3.2672974600836886,1.6543173974123968,3.193163323451322,1.3051985112426632,2.5634844238510666,2.423393249719151,1.9998306924144889,3.003000969882044,2.2792291996794045,1.859604622814381,3.0107533599924583,2.9114838876871545,3.9645564220631067,3.1577101193630326,3.992091783553652,1.0058624921251826,2.2382946808474946,1.051718353419295,1.0085387954250953,1.242554479967442,3.026279184373055
22,4.383840452542545,4.009764097281683,3.8008395707163243,3.3114764707167823,4.378409623124664,4.16625307473242,3.983936473101782,4.036256175850025,3.9993364061200736,4.348295964281522,3.4589058023824872,3.8046548593960496,4.067391177909965,3.857741514119082,3.3325920541499725,4.111204108552669,2.0581605306047708,2.9005367228847145,3.003746349372668,3.9154190866633276,4.464471796895592,4.968278032918568,3.402541814388443,4.975407228904937,3.4021725572183272,3.6098939166470108,3.8875060090066973,3.6847654069986406,3.143803666091247,3.348736479146069,2.3556380590715493,4.637245402828113,4.565615125584579,3.8598214966220814
23,3.77452502795554,3.985399993067319,3.7723126474529,2.7980553011578335,3.747639764632031,4.152415311797237,2.008869188069279,3.776488867193952,3.763027816457245,3.759829316612829,3.444492478388174,3.9585844247826083,4.848306174019196,4.984754511939583,3.096582812010793,4.069100093223465,2.8140643494868924,3.88849545268416,4.334927517561015,4.23989496769758,4.46339920763912,3.912195515572828,3.6565523833908578,3.427165971968577,3.997395771612143,3.8702699807400918,3.218364657031724,3.7456354842743647,3.9853461721885726,3.627081697037969,4.978029433681716,4.0038379306191105,3.015294283574968,4.986622586637389
24,4.97625960191946,4.996292633420543,4.979020401231744,3.6983375646413545,4.990043841659601,4.9979457215783825,3.587532853736544,4.972307181626385,4.895821132583926,5.009333459079398,3.700807359033898,4.520264284147523,5.34098339995979,4.154555335100083,4.977746685853657,4.396481911001583,3.4307114219218757,3.4970047709425787,4.86081896295077,5.302002130555712,5.194582182825944,4.735984930035759,4.969588297157603,5.002964330760048,4.488300774334075,4.551898665892814,4.9776802777530635,4.27784178016633,4.904260548481879,5.225349653135865,2.9826740704319086,5.192937841249847,4.362872753481208,4.471204958935606
25,4.41867770615595,4.974665426494353,4.019628895657281,3.6243703332612247,4.750186888879521,4.365564357268727,3.9178714772792564,4.31523703488928,4.493468916976733,4.9828075485818974,3.9174286274885914,3.971044760312276,4.006748139637075,3.8991710309236236,3.9370890964915874,3.8749080441111006,2.23364440878619,3.7187851042560314,3.1403351594525946,4.239989229530115,5.141237073796853,4.475379527794082,3.1126392767643916,4.976648941830948,4.040665878835092,4.3516975924856265,4.979647654355436,4.0298760313063084,2.8271453648656895,4.3364185156112365,2.23702104486797,4.217577888621211,3.872767818891235,3.5141645825999173
26,4.9462553166413645,4.996217794803659,4.695027143968781,4.147932947499797,4.998343651574421,4.9913008769689124,3.5856495199251355,4.980145818440807,4.816548502117181,5.014609056263801,4.023563321585449,4.2956644607934775,4.932418319805393,4.528123140509416,4.291730302837484,4.358884536467928,3.2589809349091077,4.086053988301413,4.186025728190026,4.505110551026939,5.1333430591195235,4.98287855459912,3.8155864291042145,5.001142313770573,4.481979484411525,4.535087263647794,4.968460121605785,4.394423583374653,4.157605291439241,4.148731236894821,2.8608383178115466,4.872986962029505,4.5815392720206205,4.002382674650336
27,4.930686374987573,5.01200700564761,5.080694466647611,4.59662846462202,4.986875360619214,4.722933529726975,3.92604352682545,4.828567309885521,4.9116332872513695,5.113214213646266,4.939967874977926,4.0658667397777615,4.920223743075802,5.046210229409451,3.003677178143951,4.866231645554674,2.6178954437959057,3.4009124044532353,4.076482515373534,3.7385816118551274,5.178654896703287,4.393303806016922,3.5621214679770894,4.9940364412320095,4.2811536741323275,4.994052673265955,4.467560800917723,5.174782152432623,2.8661873035532937,3.2088802520462054,2.467508573932767,3.7793947487091137,4.132964702962403,5.001045038765
28,4.945790707100039,5.001716945061917,5.157884073333299,4.185645231061945,5.270114149119979,4.807792267327319,3.5430167824033005,4.945563700423387,5.093531676329366,5.1975004021464155,4.311790169091863,4.514084544653386,4.978364008972033,4.998167671411119,4.0790105422821235,4.569981396720008,2.9668036815808385,4.260673387456848,4.185819307138293,3.970223180939543,5.339020894199267,4.382380022322173,3.4847422416271145,4.9956148583019395,4.979451736968726,4.983444907441977,4.979482931605309,4.9765785268056195,3.9727974953524186,3.9302052226604496,2.5108094678473605,3.6378286452536743,4.482839487670651,4.479437674337315
29,4.9924477934154075,4.97695703414394,4.7934472093490355,3.9936550664124457,4.994386393397486,4.783083965549619,3.6176266797055945,4.8146717547376925,4.768593688248245,4.972596502318915,4.425828091355039,4.39783278222052,4.999906255763286,4.9926066163784375,3.622200848628707,4.977298439607315,2.73496752898305,3.7217922682357605,4.218710318171267,3.9587524628539694,5.253498444867545,4.815364479766255,3.9677635667734656,4.99323069655335,4.592435371554364,4.804539887151655,4.467205858279208,4.746070517401833,3.8444411103129124,3.890598185264671,3.1030947756573473,4.423370253648387,4.457169404809903,4.8803039521427
30,3.9672436449858477,3.9034375938916255,4.974830367208604,4.122058664262915,4.981666894460499,3.6997547653028517,3.2776784018838754,4.0517731888786805,4.5525596063544675,4.967261784575099,3.871039705523839,3.3902654827619787,3.0468313299401926,3.9938266219104177,2.508943589833702,3.703176337234209,3.06540335828736,3.113843107971313,2.9746905541853237,3.027588029794075,4.004740671924586,3.0080401197959956,2.223951897266466,4.00259882780105,3.553125545635377,4.30251445609397,4.0098855093821895,4.956208527371564,2.4389967358922786,3.2525923947903403,0.9791385356653939,1.44966859909964,4.39718394745285,3.6920637606426374
31,4.528730589617391,4.581744375238521,5.000868895616051,4.306425590352881,4.939882404908728,4.668626085638417,3.482478399702576,4.764432152432386,4.958274880134194,4.826582592309589,4.0276107143212,4.112373914758959,4.9735560059675485,4.310142731455014,3.8809941379903568,4.364120341396205,3.353186770561304,3.780963382450164,4.352823255997763,3.824942675756993,4.411141522293633,4.10214689611868,3.7152742848695715,4.608179268816732,4.260965538186939,4.698963992645647,4.292875750154713,4.9883446531827484,3.9912052905862336,3.8703881576383825,2.004796148743503,3.4176470543720976,4.002014567707744,4.992733495687951
32,4.5266859115357985,4.303503673475946,4.978174474099699,4.958335112056865,4.684967713165257,4.797549228364373,2.987027740932022,4.903172504802509,4.642939831849595,4.528387010275339,4.046459408341279,3.4023098403147785,4.989545835476969,4.075205134056854,3.2499728314969154,3.9963604633460372,3.7397476190317334,3.515357218479294,4.598394216159185,3.6905458616036233,4.001046078513468,3.985495280328612,3.3908008033285633,4.022862360112483,3.74055567300555,4.35944903187823,3.766406477834715,4.754306434788166,3.510505021058527,3.0596296160384973,2.2806730289913135,3.5934004836549347,3.9740154123795834,4.616983287808021
33,4.993540673100195,5.020538260179963,5.001700655749956,4.621408493048561,5.388376897311636,4.986222503215289,4.948852547952336,4.9834933237232555,5.103498155820946,5.422790589663458,4.447529864345756,4.114732454091982,5.000098031508424,4.213350282028149,3.966603731541266,4.562387864998385,2.7391174660956157,3.207111255857452,4.002339290906843,4.634314407661977,5.443832071247843,4.994013596220435,4.000463496386173,5.7666082638701734,3.947710367267357,4.6789467667823175,4.8750076963158655,4.814688312665838,3.0451939053386408,4.098430124288322,1.9793080885987893,5.019337258065051,4.750374551334195,5.197115835453964
34,4.342889308034938,4.499537232332549,4.999733736856964,4.7572878571829,4.705497452577274,4.830372748059947,4.0490093048830165,4.627759427619707,4.9570066080938116,4.979483001447865,4.245596490202936,3.6921928231335057,4.97472675934303,3.8338626233522537,3.533873348669337,3.9998476796794797,3.6385246011880525,3.0212912656970876,4.357910977914315,4.824733049850069,3.8624615381417495,4.164543440698982,3.9301676019143925,4.62125765462469,3.0520645177728607,4.423654255251387,4.090332413950547,4.982254678513082,3.0849795527523396,4.140224967697559,2.165392560265763,3.6835760653994134,3.740872547141656,5.077635879568051
35,4.906170545177699,4.620570233308213,4.996392038426636,3.302942692018771,5.103053738021039,4.544905922889458,2.8058759741321198,4.437485384610751,4.91178639325672,4.99901704464745,4.005839224169846,4.9845851064269,4.997690309171318,4.988513212275155,4.027748097770059,4.9610803610620815,2.4097981537544317,4.209397344129745,4.094028288526082,3.5942121824078415,4.302175085246072,4.2297807302596135,3.5826820484971513,4.485494306066601,4.99564010240562,4.990270796561331,4.0080166953710386,5.003723476663068,4.473790392536165,4.977325266597914,3.4049320759763364,2.0256111792779543,4.4649507619761115,4.433935320439762
36,4.6134053899434715,3.997543847996425,4.97803455558559,3.6956716151255264,4.360540768196092,3.996145454238808,4.286366255637229,4.333262120311717,4.273673068299106,4.329092410960138,3.8744461494805775,3.5061775374151924,4.595752606300371,3.5814720252499317,3.1081578994903243,4.492107824076612,2.4209096993469927,1.0223673026953677,4.248620745047637,3.940102394618633,4.5627336506171075,3.888309344861408,4.977861021660886,4.967012999200375,3.269744836429683,4.0134091240853005,3.819135804209008,4.282451665188856,3.2365170504194447,3.1204291970247056,1.0099124169099856,4.567097613820157,4.197925833679954,4.992878873190695
37,4.998874694954262,5.118620135517693,5.003164775561616,4.706907294860126,4.893196831606826,4.850761861657278,3.780140045080339,4.97947317131976,4.873384333794967,4.997257503746435,4.952165196429953,4.007062613124461,5.068963454830733,4.972546379621706,3.0619691640983215,4.989213935127217,2.8891226026931642,3.4108698900542485,4.348591054394635,3.6976764142553926,5.082516659026721,4.571503853009541,3.848707414141273,4.906562048503269,4.282896806742344,5.000568571973274,4.409492910999839,5.126059057974013,3.1620310377023206,3.2082903343610427,2.56546916657542,4.242843573790786,4.055531783849261,5.093210283995478
38,4.176264668632879,3.7385245947368486,4.952541822416007,3.6562319633539775,4.965069334939084,4.003822629076742,2.932374371048593,4.24645945819266,4.214930527968846,4.634828985527237,3.2576532236550997,3.4497860550474986,4.0079965359110155,3.973432318653126,3.363919161642483,3.570581580916028,2.7616056614023017,3.0060998702119663,3.6753559701445155,3.740974398582388,4.99253983515345,3.264211325713387,2.9995847150699704,4.01309441547086,3.99918968215935,3.917595293356928,3.978530664349141,4.013965001644911,3.2992045659741773,3.63203907609897,2.22136086239699,3.109855624125938,4.641978106048477,3.8859454801144935
39,4.814174843399042,4.94637485052426,5.008337536808785,4.276982050321298,5.242525426462726,4.7596131931545065,3.125680591194668,4.966644316262352,4.9902682480289045,4.996326101389731,4.019727192840252,4.222679097489816,5.002980831471706,4.342909064922941,4.25937595903852,4.310526627453436,2.990351380423766,4.30901194189492,4.385014655121365,3.579696515511457,5.002276383002642,4.01073747347722,3.379197044485947,4.573623698126764,4.986529443737698,4.956062821457017,4.637873466230437,4.819750727046911,4.0017320876996365,4.21273308249609,2.249395228545314,3.297724862909895,4.075910959931666,4.485263075771895
40,4.973574046250577,4.572841761947206,5.199649310140794,4.976847408551578,4.425390463952514,4.645905239429636,3.986605589750833,4.964051463709553,4.493937611396306,4.497689060674806,4.993907977980256,3.341956627525194,5.013281060553577,4.712734342423552,2.049945027493014,5.212971855071263,3.521583925287392,1.7178446609326683,4.985101690206667,3.85629714687029,4.667599395021726,4.513747329711399,4.960853782271156,4.717119715296358,3.280347267461602,4.521690877782171,3.5714016893311804,5.091473379078655,3.0688746616484757,2.121028659511228,2.202810694895444,5.308619730292122,4.122922191977703,5.966820863911659
41,4.591782399773665,4.5863821938273075,4.7990689387620495,4.962775576191201,4.992640939164988,4.982227640827965,3.3055880491203764,4.976334624357012,4.907774351891133,4.8331628104785125,3.894728441680207,3.6519502860854676,4.99344801471109,3.7345392658184857,3.9858529852516913,3.7692673537654326,3.567331287038357,4.148586632264476,4.360652989232777,3.7891651237150694,4.008236606605219,4.218268660206219,3.008803540971421,4.385998991643728,3.982632599208609,4.478118846371604,4.2150989644228485,4.692823951886067,3.4587852166741717,3.8105381633987108,2.1095125785264317,3.452963296869943,4.124824657242646,4.30316119822273
42,4.031446267024775,4.346566788605074,4.17826567296891,3.9900240558603772,5.008278278830515,4.343163597789211,2.9158895944961984,4.455715451156918,4.463619482549422,4.643223902612418,3.4473212204354367,3.7630767112418457,4.135218113328612,4.178999775934452,3.839404957398374,3.6048829336751274,2.6461856852129904,4.958835916339051,3.035280883485488,3.0031350785568756,4.9825881855482175,3.988559428927428,1.9301773250940515,4.230538779804228,4.619110354437117,4.2868004596475195,4.439301582959287,4.228828586192515,3.4800793498145484,3.3872986380060963,2.0136645033937417,3.099216982902285,3.9910554006040786,3.732503375537127
43,4.286335084676034,4.27440956210051,4.284383942513595,3.4286637389976433,4.009893750444362,4.328823515797312,2.8893492929126254,4.1827884260269785,4.103616603488512,4.118718679703745,3.9779471732300857,3.9161823184826927,4.971962871887056,4.978504136541411,3.151603425347375,4.220539932479327,2.4614853530019385,3.36989319615235,4.114011297220813,3.9210653912793854,4.794726297261405,4.095039365874316,3.594741536502337,4.212516836832878,4.102265451682364,4.125680374957847,3.985449661673837,4.016540568350648,3.449213149255105,2.95933788339091,3.614761861467381,4.180837254381747,3.5895334138941686,4.399706427731221
44,4.228740251857553,4.119448515316192,4.10822158664098,3.68096479952893,4.978998906070487,3.9902524745743353,3.995544844534824,4.072375735189773,4.3015132462867625,4.755022698403597,3.5772256360616446,3.6531367871273366,3.7455987296017725,3.8493361845585845,3.3657173022814546,3.6828095322816616,1.565355502116886,3.58164874119924,2.529763710930469,3.003759964600121,4.997062284629923,4.072754668001656,2.025204600165142,4.950540291060907,4.03742080371588,4.013891916922453,4.3115979259020385,3.9930652881014916,2.21986793111173,3.2067298521034617,1.522867486426961,3.156362400492215,4.586754732912893,3.6646090729134055
45,4.629025588466515,4.508353038618091,4.564978750058974,4.031745219013224,4.96339995157122,4.983070467246251,2.033592540507322,4.949495019516545,4.661111698260044,4.571382495649655,3.0639623067286608,4.135143310177931,5.081176464306059,3.8945534497410006,4.965426708483857,3.5664545790553217,3.693784253986979,5.133159106464351,4.528335081615063,3.908157220138185,4.206502258716794,4.23451424567532,3.0172587088289906,3.8478486490045425,4.90802716508846,4.318259395840525,4.3962056405071035,4.0358958511245415,4.99781650357818,4.664654886221654,3.1792222207775227,3.4040912489818385,4.288208794525122,3.267954295988851
46,5.193707090374856,4.933129778193978,4.979563833860122,4.077805518251891,5.210538283172997,4.999244270354088,3.451957283193299,5.03808520541378,4.971907991699599,5.007683129349858,4.222875003054925,4.669058302538304,5.302105874590254,5.06759355390603,4.104273447509849,4.986097614089841,3.007446008642404,4.227113164065296,4.482566214365028,3.9166069573507154,5.106259964107667,4.986244088081289,3.925741538360695,5.061634595181085,4.979643659805873,4.866489526772713,4.536533383450896,4.843882408521394,4.481501677081003,4.010859980954684,3.151485358476455,4.253588781348698,4.841578632472242,4.828751571637744
47,4.750470902496667,4.914127632709936,4.481931553344802,4.167889871836153,4.8754595434594,4.97664023142071,3.6251833418275003,4.755708278475533,4.716980417311087,4.972878921138071,4.068233952321683,4.184940545355826,4.996467091299195,4.3046577929836465,4.0237190692252875,4.299719569928064,3.005169262482834,3.9863343868867487,4.0503580836074855,4.8272751173030946,4.859447750359291,4.976725795171911,3.801691763329185,4.815461827293403,4.0036066519296325,4.476532164743921,4.423346175083761,4.447477642590738,3.753534631506579,4.4344753764192735,3.2272435343451455,4.572685442597066,4.0127441395607075,4.431917047506538
48,4.607748273310598,4.448665639636872,4.4846825410037825,3.707282976314568,4.525983490332053,4.944196804243319,2.382957396735221,4.672192005985894,4.519057835540521,4.4513528390041515,3.443635604792665,4.348219099416911,5.271666222839293,4.452279094457448,4.361245705639254,4.096288013666701,3.6382293074688006,4.436824664239565,4.62354464758133,4.668634649679058,4.117942961509877,4.663704006692941,3.8833959305139243,4.017570616750069,4.317960734293614,4.227534086779262,4.020985097382328,4.184909015587002,4.9783047832243374,4.524480966365698,3.9913157371900847,4.006778636211405,4.0096885699546965,4.004740142791255
